BiblioID,Title,Author,Material,Pub,Desc,Subj,DDC,Type,Lib,Shelf,CallNo,Copy,Status,Barcode
216504,A FIRST YEAR ENGINEERING DRAWING,By: PARKINSON A.C,Text,NEWDELHI WHEELER 1982,236,Library catalog Title Author ISBN ISSN Series Call number,621.7744 PAR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216506,A FIRST YEAR ENGINEERING DRAWING,By: PARKINSON A.C,Text,NEWDELHI WHEELER 1982,236,Library catalog Title Author ISBN ISSN Series Call number,621.7744 PAR,Stack,"Vellore Institute of Technology, Vellore",IIF-R16-C8-B,621.7:744 PAR (Browse shelf(Opens below)),INR,Available,12
216509,ENGINEERING DRAWING,By: VERMA C.L,Text,NONE KHANNA 1983,320,Library catalog Title Author ISBN ISSN Series Call number,621.7744 VER,Stack,"Vellore Institute of Technology, Vellore",IIF-R16-C8-D,621.7:744 VER (Browse shelf(Opens below)),INR,Available,15
216508,ENGINEERING DRAWING,By: VERMA C.L,Text,NONE KHANNA 1983,320,Library catalog Title Author ISBN ISSN Series Call number,621.7744 VER,Stack,"Vellore Institute of Technology, Vellore",IIF-R16-C8-D,621.7:744 VER (Browse shelf(Opens below)),INR,Available,14
216510,ENGINEERING DRAWING,By: VERMA C.L,Text,NONE KHANNA 1983,320,Library catalog Title Author ISBN ISSN Series Call number,621.7744 VER,Stack,"Vellore Institute of Technology, Vellore",IIF-R16-C8-D,621.7:744 VER (Browse shelf(Opens below)),INR,Available,16
216511,ENGINEERING DRAWING,By: VERMA C.L,Text,NONE KHANNA 1983,320,Library catalog Title Author ISBN ISSN Series Call number,621.7744 VER,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216512,ENGINEERING DRAWING,By: VERMA C.L,Text,NONE KHANNA 1983,320,Library catalog Title Author ISBN ISSN Series Call number,621.7744 VER,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216513,STEEL STRUCTURES,By: RATWANI M.M,Text,NONE KHANNA PUBLISHERS 1983,768,Library catalog Title Author ISBN ISSN Series Call number,624.014.2 VAZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216514,STEEL STRUCTURES,By: RATWANI M.M,Text,NONE KHANNA PUBLISHERS 1983,768,Library catalog Title Author ISBN ISSN Series Call number,624.014.2 VAZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216516,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216517,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216519,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216518,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216520,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216521,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216522,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216523,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216525,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216524,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216526,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216527,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216528,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216529,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216530,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216531,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216533,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216534,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,Written off books,"Vellore Institute of Technology, Vellore",N/A,541.1 PUR (Browse shelf(Opens below)),INR,Not for loan,40
216535,GEOMETRICAL AND MACHINE DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUB. HOUSE 1980,260,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216536,GEOMETRICAL AND MACHINE DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUB. HOUSE 1980,260,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,Stack,"Vellore Institute of Technology, Vellore",IIF-R17-C4-D,621.7:744 BHA (Browse shelf(Opens below)),INR,Available,42
216537,GEOMETRICAL AND MACHINE DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUB. HOUSE 1980,260,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216538,GEOMETRICAL AND MACHINE DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUB. HOUSE 1980,260,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216539,GEOMETRICAL AND MACHINE DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUB. HOUSE 1980,260,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216540,GEOMETRICAL AND MACHINE DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUB. HOUSE 1980,260,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216543,ELEMENTS OF WORKSHOP TECHNOLOGY 2,By: HAJRA CHOUDHURY S.K,Text,NONE MEDIA PROMOTERS AND PUBLISHERS PRIVATE LIMITED 1987,651,Library catalog Title Author ISBN ISSN Series Call number,621.7 HAJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216542,ELEMENTS OF WORKSHOP TECHNOLOGY 2,By: HAJRA CHOUDHURY S.K,Text,NONE MEDIA PROMOTERS AND PUBLISHERS PRIVATE LIMITED 1987,651,Library catalog Title Author ISBN ISSN Series Call number,621.7 HAJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216544,ELEMENTS OF WORKSHOP TECHNOLOGY 2,By: HAJRA CHOUDHURY S.K,Text,NONE MEDIA PROMOTERS AND PUBLISHERS PRIVATE LIMITED 1987,651,Library catalog Title Author ISBN ISSN Series Call number,621.7 HAJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216545,ELEMENTS OF WORKSHOP TECHNOLOGY 2,By: HAJRA CHOUDHURY S.K,Text,NONE MEDIA PROMOTERS AND PUBLISHERS PRIVATE LIMITED 1987,651,Library catalog Title Author ISBN ISSN Series Call number,621.7 HAJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216546,ELEMENTS OF WORKSHOP TECHNOLOGY 2,By: HAJRA CHOUDHURY S.K,Text,NONE MEDIA PROMOTERS AND PUBLISHERS PRIVATE LIMITED 1987,651,Library catalog Title Author ISBN ISSN Series Call number,621.7 HAJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216547,INTRODUCTORY MATHEMATICS FOR ENGINEERS,By: MYSKIS A.D,Text,NONE MIR PUBLICATIONS 1978,815,Library catalog Title Author ISBN ISSN Series Call number,510620 MYS,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216548,APPLIED THERMODYNAMICS,By: BALLANEY P L,Text,NONE KHANNA 1990,536,Library catalog Title Author ISBN ISSN Series Call number,536.7 BAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216549,DATA BOOK FOR MACHINE DESIGNERS,By: CHAKRABORTI N.R,Text,NEW DELHI SATYA PRAKASHAM 1985,0,Library catalog Title Author ISBN ISSN Series Call number,621.9(07) CHA,Stack,"Vellore Institute of Technology, Vellore",IIF-R16-C3-E,621.9(07) CHA (Browse shelf(Opens below)),INR,Available,55
216550,ELEMENTS OF PHYSICAL CHEMISTRY,By: GLASSTONE S,Text,LONDON MACMILLAN 1960,737,Library catalog Title Author ISBN ISSN Series Call number,541.1 GLA,Stack,"Vellore Institute of Technology, Vellore",N/A,541.1 GLA (Browse shelf(Opens below)),INR,Available,56
216551,A TEXTBOOK OF SURVEYING AND LEVELLING,By: AGOR R,Text,NONE KHANNA 1984,937,Library catalog Title Author ISBN ISSN Series Call number,528.3 AGO,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216552,ENGINEERING MATHEMATICS I,By: VENKATARAMAN M.K,Text,NONE THE NATIONAL PUBLISHING COMPANY 1985,511,Library catalog Title Author ISBN ISSN Series Call number,510620 VEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216553,POWER PLANT ENGINEERING,By: KESWARI H.B,Text,NONE STANDARD PUBLISHING & DISTRIBUTERS 1979,402,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 KES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216554,POWER PLANT ENGINEERING,By: KESWARI H.B,Text,NONE STANDARD PUBLISHING & DISTRIBUTERS 1979,402,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 KES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216555,POWER PLANT ENGINEERING,By: KESWARI H.B,Text,NONE STANDARD PUBLISHING & DISTRIBUTERS 1979,402,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 KES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216557,POWER PLANT ENGINEERING,By: KESWARI H.B,Text,NONE STANDARD PUBLISHING & DISTRIBUTERS 1979,402,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 KES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216556,POWER PLANT ENGINEERING,By: KESWARI H.B,Text,NONE STANDARD PUBLISHING & DISTRIBUTERS 1979,402,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 KES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216558,BASIC CIVIL ENGINEERING,By: SEASHAGIRI K.K,Text,NONE N.E. ENTERPRISES 1984,364,Library catalog Title Author ISBN ISSN Series Call number,624 SEA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216559,BASIC CIVIL ENGINEERING,By: SEASHAGIRI K.K,Text,NONE N.E. ENTERPRISES 1984,364,Library catalog Title Author ISBN ISSN Series Call number,624 SEA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216561,ENGLISH FOR ENGINEERS AND TECHNOLOGISTS 1,By: HUMANITIES AND SOCIAL SCIENCES,Text,CALCUTTA ORIENT LONGMAN PRIVATE LIMITED 1985,216,Library catalog Title Author ISBN ISSN Series Call number,820620 ENG,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216562,WRITTEN COMMUNICATION IN ENGLISH,By: FREEMAN SARAH,Text,CALCUTTA ORIENT LONGMAN 1985,0,Library catalog Title Author ISBN ISSN Series Call number,820.85 FRE,Stack,"Vellore Institute of Technology, Vellore",N/A,820.85 FRE (Browse shelf(Opens below)),INR,Available,68
216563,STUDY STRATEGIES IN ENGLISH,By: FREEMAN SARAH,Text,CALCUTTA ORIENT LONGMAN 1985,0,Library catalog Title Author ISBN ISSN Series Call number,820 FRE,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216564,STRENGTHEN YOUR WRITING,By: NARAYANASWAMI,Text,CALCUTTA ORIENT LONGMAN 1985,0,Library catalog Title Author ISBN ISSN Series Call number,820 NAR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216565,ENGLISH COMMUNICATIONS,By: T.T.T.I,Text,NONE TTTI 1985,0,Library catalog Title Author ISBN ISSN Series Call number,820.85 ENG,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216566,ENGINEERING CHEMISTRY,By: JAIN,Text,NONE DHANPAT RAI PUBLISHING COMPANY LIMITED 1985,745,Library catalog Title Author ISBN ISSN Series Call number,540620 JAI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216567,ORGANIC CHEMISTRY,By: FINAR I.L,Text,NONE ELBS 0,942,Library catalog Title Author ISBN ISSN Series Call number,547 FIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216568,ELEMENTS OF PHYSICAL CHEMISTRY,By: GLASSTONE S,Text,LONDON MACMILLAN 1960,737,Library catalog Title Author ISBN ISSN Series Call number,541.1 GLA,Stack,"Vellore Institute of Technology, Vellore",N/A,541.1 GLA (Browse shelf(Opens below)),INR,Available,74
216569,PHYSICAL CHEMISTRY,By: KHOSLA B.D,Text,NEW DELHI SATYA PRAKASHAM 1985,0,Library catalog Title Author ISBN ISSN Series Call number,541.1 KHO,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216571,TEXT BOOK OF ORGANIC CHEMISTRY,By: BAHL ARUN,Text,NONE S.CHAND AND COMPANY PRIVATE LIMITED 1985,980,Library catalog Title Author ISBN ISSN Series Call number,547 BAH,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216570,A TEXT BOOK OF ENGINEERING CHEMISTRY,By: UPPAL M.M,Text,NONE ELBS 1985,0,Library catalog Title Author ISBN ISSN Series Call number,540620 UPP,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216572,THERMAL ENGINEERING,By: BALLANEY P.L,Text,NONE KHANNA PUBLISHERS 1985,1316,Library catalog Title Author ISBN ISSN Series Call number,536.7621.1.01 BAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216573,PHYSICS,By: HALLIDAY DAVID,Text,FALSE XX 1985,0,Library catalog Title Author ISBN ISSN Series Call number,530 HAL,Written off books,"Vellore Institute of Technology, Vellore",N/A,530 HAL (Browse shelf(Opens below)),INR,Not for loan,79
216575,POWER PLANT ENGINEERING,By: KESWARI H.B,Text,NONE STANDARD PUBLISHING & DISTRIBUTERS 1979,402,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 KES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216574,BASIC MECHANICAL ENGINEERING,By: GOVINDAN K.R,Text,NONE ANURADHA AGENCIES 1985,0,Library catalog Title Author ISBN ISSN Series Call number,621.01 GOV,Written off books,"Vellore Institute of Technology, Vellore",N/A,621.01 GOV (Browse shelf(Opens below)),INR,Not for loan,80
216576,A TEXT BOOK OF OPTICS,By: BRIJLAL,Text,DELHI SULTAN CHAND AND CO. 1985,612,Library catalog Title Author ISBN ISSN Series Call number,535 SUB,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216577,ELECTRICITY AND MAGNETISM,By: BRIJLAL,Text,"NONE S.CHAND AND CO., 1985",0,Library catalog Title Author ISBN ISSN Series Call number,537/538 BRI,Stack,"Vellore Institute of Technology, Vellore",IIIF-R17-C13-C,537/538 BRI (Browse shelf(Opens below)),INR,Available,83
216578,MODERN PHYSICS,By: RAJAM J.B,Text,NONE MIR PUBLICATIONS 0,0,Library catalog Title Author ISBN ISSN Series Call number,530 RAJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216579,PRINCIPLES OF PHYSICS,By: SUBRAMANIAN,Text,NONE MIR PUBLICATIONS 0,1096,Library catalog Title Author ISBN ISSN Series Call number,530 SUB,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216581,ENGINEERING MATHEMATICS II,By: VENKATARAMAN M.K,Text,NONE THE NATIONAL PUBLISHING COMPANY 1985,692,Library catalog Title Author ISBN ISSN Series Call number,510620 VEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216580,A TEXT BOOK OF ENGINEERING PHYSICS,By: THERAJA B.L,Text,NONE S. CHAND AND SONS 1985,776,Library catalog Title Author ISBN ISSN Series Call number,530620 THE,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216582,ENGINEERING MATHEMATICS I,By: VENKATARAMAN M.K,Text,NONE THE NATIONAL PUBLISHING COMPANY 1985,544,Library catalog Title Author ISBN ISSN Series Call number,510620 VEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216583,ENGINEERING MATHEMATICS,By: SHANTI NARAYAN,Text,DELHI SULTAN CHAND AND COMPANY LIMITED 1985,618,Library catalog Title Author ISBN ISSN Series Call number,510620 SHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216585,THEORY AND PROBLEMS OF ELECTRIC CIRCUITS,By: EDMINISTER JOSEPH A,Text,FALSE XX 1985,0,Library catalog Title Author ISBN ISSN Series Call number,621.3.049 EDM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216584,INTRODUCTORY MATHEMATICS FOR ENGINEERS,By: MYSKIS A.D,Text,NONE MIR PUBLICATIONS 1978,815,Library catalog Title Author ISBN ISSN Series Call number,510620 MYS,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216587,ELECTRONIC PRINICIPLES,By: MALVINO ALBERT PAUL,Text,NEW DELHI TATA MCGRAW HILL PUBL. COMPANY 1984,754,Library catalog Title Author ISBN ISSN Series Call number,621.38 MAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216586,ELECTRONICS MADE SIMPLE,By: JACABWITZ HESTY,Text,NONE DOUBLE DAY AND COMPANY 1984,191,Library catalog Title Author ISBN ISSN Series Call number,621.38 JAC,Stack,"Vellore Institute of Technology, Vellore",N/A,621.38 JAC (Browse shelf(Opens below)),INR,Available,92
216588,ENGINEERING MATHEMATICS I,By: SHANTI NARAYAN,Text,DELHI SULTAN CHAND AND COMPANY LIMITED 1987,618,Library catalog Title Author ISBN ISSN Series Call number,510620 SHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216589,PHYSICS I,By: HALLIDAY DAVID,Text,DELHI WILEY EASTERN LTD 1984,1210,Library catalog Title Author ISBN ISSN Series Call number,530 RES,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216591,ENGINEERING PHYSICS,By: GAUR R.K,Text,NONE DHANPAT RAI PUBLICATIONS 1985,170,Library catalog Title Author ISBN ISSN Series Call number,530620 GAU,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216590,PROPERTIES OF MATTER,By: BRIJ LAL,Text,NEW DELHI EURSIA PUBLISHER 1989,466,Library catalog Title Author ISBN ISSN Series Call number,539.2 BRI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216592,SOUND,By: NARAYNAMURTI M,Text,FALSE XX 1985,0,Library catalog Title Author ISBN ISSN Series Call number,534 NAR,Written off books,"Vellore Institute of Technology, Vellore",N/A,534 NAR (Browse shelf(Opens below)),INR,Not for loan,98
216593,ENGINEERING DRAWING,By: BHATT N.D,Text,NONE CHAROTAR PUBLISHING HOUSE PRIVATE LIMITED 1984,600,Library catalog Title Author ISBN ISSN Series Call number,621.7744 BHA,Stack,"Vellore Institute of Technology, Vellore",IIF-R16-C9-F,621.7:744 BHA (Browse shelf(Opens below)),INR,Available,99
216595,A TEXT BOOK OF ENGINEERING CHEMISTRY,By: UPPAL M.M,Text,NONE KHANNA 0,660,Library catalog Title Author ISBN ISSN Series Call number,540620 UPP,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216594,POWER PLANT ENGINEERING,By: NAGPAL G.R,Text,NONE KHANNA 1988,486,Library catalog Title Author ISBN ISSN Series Call number,621.311.4 NAG,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216597,ELEMENTS OF PROPERTIES OF MATTER,By: MATHUR D.S,Text,NONE SHYAM LAL CHARTABLE TRUST 1984,615,Library catalog Title Author ISBN ISSN Series Call number,539 MAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216596,PRACTICAL THERMODYNAMICS,By: RAI G.D,Text,NONE KHANNA PUBLISHERS 0,0,Library catalog Title Author ISBN ISSN Series Call number,536.7 RAI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216599,ENGINEERING DRAWING,By: VERMA C.L,Text,NONE KHANNA 0,0,Library catalog Title Author ISBN ISSN Series Call number,621.7.744 VER,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216598,PRINCIPLES OF PHYSICAL CHEMISTRY,By: PURI B.R,Text,NONE KHANNA PUBLISHERS 1984,1095,Library catalog Title Author ISBN ISSN Series Call number,541.1 PUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216601,ANALYSIS OF STRUCTURES,By: RATWANI M.M,Text,NONE ELBS 0,0,Library catalog Title Author ISBN ISSN Series Call number,624.01 VAZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216600,INDIAN STANDARD CODE FOR PRACTICE FOR GENERAL ENGINEERING DRAWING,By: I.S.I,Text,NONE ELBS 0,0,Library catalog Title Author ISBN ISSN Series Call number,621.7.744(07 )I,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216603,FLUID MECHANICS,By: NAGARATNAM S,Text,NONE KHANNA 0,0,Library catalog Title Author ISBN ISSN Series Call number,532 NAG,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216602,A TEXT BOOK OF STRENGTH OF MATERIALS,By: PRASAD I.B,Text,NONE KHANNA 0,0,Library catalog Title Author ISBN ISSN Series Call number,620.17 PRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216604,THEORY OF MACHINES,By: BALLANEY P.L,Text,NONE KHANNA PUBLISHERS 0,0,Library catalog Title Author ISBN ISSN Series Call number,621.9 BAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216605,MACHINE DESIGN,By: SHANMUGAM N,Text,NONE KHANNA 0,0,Library catalog Title Author ISBN ISSN Series Call number,621.9 SUN,Stack,"Vellore Institute of Technology, Vellore",N/A,621.9 SUN (Browse shelf(Opens below)),INR,Available,111
216606,PHYSICAL CHEMISTRY,By: KHOSLA B.D,Text,NEW DELHI SATYA PRAKASHAM 0,0,Library catalog Title Author ISBN ISSN Series Call number,541.1 KHO,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216607,ENGINEERING CHEMISTRY,By: JAIN,Text,NONE DHANPAT RAI PUBLISHING COMPANY LIMITED 1983,499,Library catalog Title Author ISBN ISSN Series Call number,540620 JAI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216609,WATER SUPPLY AND SANITARY ENGINEERING,By: CHANDOLA S.P,Text,NONE KHANNA 0,0,Library catalog Title Author ISBN ISSN Series Call number,628.1 CHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
