BiblioID,Title,Author,Material,Pub,Desc,Subj,DDC,Type,Lib,Shelf,CallNo,Copy,Status,Barcode
412037,UNIQUE QUINTESSENCE OF INDIAN POLITY,By: CHOPRA JK,Text,"NEW DELHI, UNIQUE PUBLISHERS 2010","""XV, 391p. p.""",Library catalog Title Author ISBN ISSN Series Call number,35.071(079.1) CHO,Stack,"Vellore Institute of Technology, Vellore",IIIF-R9-C10-D,35.071(079.1) CHO (Browse shelf(Opens below)),INR,Available,184498
412039,UNIQUE QUINTESSENCE OF INDIAN POLITY,By: CHOPRA JK,Text,"NEW DELHI, UNIQUE PUBLISHERS 2010","""XV, 391p. p.""",Library catalog Title Author ISBN ISSN Series Call number,35.071(079.1) CHO,Stack,"Vellore Institute of Technology, Vellore",IIIF-R9-C10-C,35.071(079.1) CHO (Browse shelf(Opens below)),INR,Available,184499
412041,DATA INTERPRETATION DATA SUFFICIENCY AND SERIES FOR ALL COMPETITIVE EXAMS,By: TYRA M,Text,"NEW DELHI, BSC PUBLISHING COMPANY 2009","""V, 756p. p.""",Library catalog Title Author ISBN ISSN Series Call number,162(079.1) TYR,Stack,"Vellore Institute of Technology, Vellore",IIIF-R3-C4-A,162(079.1) TYR (Browse shelf(Opens below)),INR,Available,184500
412043,DATA INTERPRETATION DATA SUFFICIENCY AND SERIES FOR ALL COMPETITIVE EXAMS,By: TYRA M,Text,"NEW DELHI, BSC PUBLISHING COMPANY 2009","""V, 756p. p.""",Library catalog Title Author ISBN ISSN Series Call number,162(079.1) TYR,Stack,"Vellore Institute of Technology, Vellore",IIIF-R3-C4-A,162(079.1) TYR (Browse shelf(Opens below)),INR,Available,184501
412045,GENERAL AWARENESS AND CURRENT AFFAIRS DIGEST 2011,By: KRISHNA REDDY,Text,"NEW DELHI, TATA MCGRAW HILL PRIVATE LIMITED 2011","""IX, 8.80p. p.""",Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",IIIF-R1-C2-A,001(079.1) GEN (Browse shelf(Opens below)),INR,Available,184502
412047,GENERAL AWARENESS AND CURRENT AFFAIRS DIGEST 2012,By: KRISHNA REDDY,Text,"NEW DELHI, TATA MCGRAW HILL PRIVATE LIMITED 2011","""IX, 8.80p. p.""",Library catalog Title Author ISBN ISSN Series Call number,001(079.1)GEN,Reference,"Vellore Institute of Technology, Vellore",IF-R74-C2-C,001(079.1)GEN (Browse shelf(Opens below)),INR,Not for loan,184503
412049,GRE MATH COURSE BOOK STANFORD GRE PREPARATION PROGRAM,By: JEFF KOLBY,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2008","""1122, Q.180p. p.""",Library catalog Title Author ISBN ISSN Series Call number,620(079.1) GRE,Stack,"Vellore Institute of Technology, Vellore",IIF-R80-C2-C,620(079.1) GRE (Browse shelf(Opens below)),INR,Available,184504
412051,GRE MATH COURSE BOOK STANFORD GRE PREPARATION PROGRAM,By: JEFF KOLBY,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2008","""1122, Q.180p. p.""",Library catalog Title Author ISBN ISSN Series Call number,620(079.1) GRE,Stack,"Vellore Institute of Technology, Vellore",IIF-R80-C2-D,620(079.1) GRE (Browse shelf(Opens below)),INR,Available,184505
412053,QUANTUM CAT,By: SARRESH KUMAR VERMA,Text,"MEERUT, ARIHANT PUBLICATION",879p. p,Library catalog Title Author ISBN ISSN Series Call number,658510(079.1) SAR,Stack,"Vellore Institute of Technology, Vellore",IF-R69-C3-D,658:510(079.1) SAR (Browse shelf(Opens below)),INR,Available,184506
412055,QUANTUM CAT,By: SARRESH KUMAR VERMA,Text,"MEERUT, ARIHANT PUBLICATION",879p. p,Library catalog Title Author ISBN ISSN Series Call number,658510(079.1) SAR,Reference,"Vellore Institute of Technology, Vellore",IF-R69-C3-D,658:510(079.1) SAR (Browse shelf(Opens below)),INR,Not for loan,184507
412057,GATE 2011: CIVIL ENGINEERING,By: G K,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""793, Q.35p. p.""",Library catalog Title Author ISBN ISSN Series Call number,624(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R77-C3-B,624(079.1) GAT (Browse shelf(Opens below)),INR,Available,184508
412059,GATE 2011: CIVIL ENGINEERING,By: G K,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""793, Q.35p. p.""",Library catalog Title Author ISBN ISSN Series Call number,624(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R77-C3-B,624(079.1) GAT (Browse shelf(Opens below)),INR,Available,184509
412061,GATE 2011: INSTRUMENTATION ENGINEERING,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""811, Q.100p. p.""",Library catalog Title Author ISBN ISSN Series Call number,681.2(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IIF-R22-C9-E,681.2(079.1) GAT (Browse shelf(Opens below)),INR,Available,184510
412063,GATE 2011: INSTRUMENTATION ENGINEERING,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""811, Q.100p. p.""",Library catalog Title Author ISBN ISSN Series Call number,681.2(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R74-C1-D,681.2(079.1) GAT (Browse shelf(Opens below)),INR,Available,184511
412065,GATE 2011: MECHANICAL ENGINEERING,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""963, Q.76p. p.""",Library catalog Title Author ISBN ISSN Series Call number,621.01(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R76-C2-D,621.01(079.1) GAT (Browse shelf(Opens below)),INR,Available,184512
412067,GATE 2011: MECHANICAL ENGINEERING,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""963, Q.76p. p.""",Library catalog Title Author ISBN ISSN Series Call number,621.01(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R76-C2-C,621.01(079.1) GAT (Browse shelf(Opens below)),INR,Available,184513
412069,GATE 2011: METALLURGICAL ENGINEERING,By: xx,Text,"NEW DELHI, G.K.PUBLISHERS PRIVATE LIMITED 2010",536p. p,Library catalog Title Author ISBN ISSN Series Call number,669(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R70-C2-C,669(079.1) GAT (Browse shelf(Opens below)),INR,Available,184514
412071,GATE 2011: METALLURGICAL ENGINEERING,By: xx,Text,"NEW DELHI, G.K.PUBLISHERS PRIVATE LIMITED 2010",536p. p,Library catalog Title Author ISBN ISSN Series Call number,669(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R70-C2-B,669(079.1) GAT (Browse shelf(Opens below)),INR,Available,184515
412073,GATE PAPERS: CHEMICAL ENGINEERING,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",353p. p,Library catalog Title Author ISBN ISSN Series Call number,66.0(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R70-C2-A,66.0(079.1) GAT (Browse shelf(Opens below)),INR,Available,184516
412075,GATE PAPERS: CHEMICAL ENGINEERING,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",353p. p,Library catalog Title Author ISBN ISSN Series Call number,66.0(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R70-C2-A,66.0(079.1) GAT (Browse shelf(Opens below)),INR,Available,184517
412077,GATE 2011: LIFE SCIENCE BIOCHEMISTRY,By: G K PUBLISHER,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",672p. p,Library catalog Title Author ISBN ISSN Series Call number,577.1(079.1)GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R75-C2-C,577.1(079.1)GAT (Browse shelf(Opens below)),INR,Available,184518
412079,GATE 2011: LIFE SCIENCE BIOCHEMISTRY,By: G K PUBLISHER,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",672p. p,Library catalog Title Author ISBN ISSN Series Call number,577.1(079.1)GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R75-C2-D,577.1(079.1)GAT (Browse shelf(Opens below)),INR,Available,184519
412081,GATE 2011: MATHEMATICS,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",927p. p,Library catalog Title Author ISBN ISSN Series Call number,510(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R73-C1-A,510(079.1) GAT (Browse shelf(Opens below)),INR,Available,184520
412083,GATE 2011: MATHEMATICS,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",927p. p,Library catalog Title Author ISBN ISSN Series Call number,510(079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R73-C1-A,510(079.1) GAT (Browse shelf(Opens below)),INR,Available,184521
412085,GATE 2011: LIFE SCIENCE CHEMISTRY AND GENERAL APTITUDE (COMPULSORY),By: PRABHANSHU KUMAR,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""9.40, 4p. p.""",Library catalog Title Author ISBN ISSN Series Call number,57(079.1)PRA PRA,Stack,"Vellore Institute of Technology, Vellore",IF-R75-C2-C,57(079.1)PRA PRA (Browse shelf(Opens below)),INR,Available,184522
412087,GATE 2011: LIFE SCIENCE CHEMISTRY AND GENERAL APTITUDE (COMPULSORY),By: PRABHANSHU KUMAR,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010","""9.40, 4p. p.""",Library catalog Title Author ISBN ISSN Series Call number,57 (079.1) PRA,Stack,"Vellore Institute of Technology, Vellore",IF-R75-C3-D,57(079.1) PRA (Browse shelf(Opens below)),N/A,Available,184523
412089,GATE PAPERS: ENGINEERING SCIENCE,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",654p. p,Library catalog Title Author ISBN ISSN Series Call number,620 (079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R73-C1-C,620(079.1) GAT (Browse shelf(Opens below)),N/A,Available,184524
412091,GATE PAPERS: ENGINEERING SCIENCE,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",654p. p,Library catalog Title Author ISBN ISSN Series Call number,620 (079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R73-C1-D,620(079.1) GAT (Browse shelf(Opens below)),N/A,Available,184525
412093,GATE PAPERS: LIFE SCIENCES,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",407p. p,Library catalog Title Author ISBN ISSN Series Call number,57 (079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R75-C3-D,57(079.1) GAT (Browse shelf(Opens below)),N/A,Available,184526
412095,GATE PAPERS: LIFE SCIENCES,By: xx,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",407p. p,Library catalog Title Author ISBN ISSN Series Call number,57 (079.1) GAT,Stack,"Vellore Institute of Technology, Vellore",IF-R75-C3-D,57(079.1) GAT (Browse shelf(Opens below)),N/A,Available,184527
412097,POLITICAL GEOGRAPHY OF INDIA: A CONTEMPORARY PERSPECTIVE,By: SUDEEPTA ADHIKARI,Text,"ALLAHABAD, SHARDA PUSTAK BHAVAN PUBLISHERS 2009",500p. p,Library catalog Title Author ISBN ISSN Series Call number,911.332(540) SUD,Stack,"Vellore Institute of Technology, Vellore",IIF-R77-C1-D,911.3:32(540) SUD (Browse shelf(Opens below)),INR,Available,184528
412099,POLITICAL GEOGRAPHY OF INDIA: A CONTEMPORARY PERSPECTIVE,By: SUDEEPTA ADHIKARI,Text,"ALLAHABAD, SHARDA PUSTAK BHAVAN PUBLISHERS 2009",500p. p,Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",llF-R77-C1-D,911.3:32(540) SUD (Browse shelf(Opens below)),INR,Available,184529
412101,FUNDAMENTALS OF HUMAN GEOGRAPHY,By: LEKH RAJ SINGH,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN 2009",371p. p,Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",llF-R77-C1-B,911.3 LEK (Browse shelf(Opens below)),INR,Available,184530
412103,FUNDAMENTALS OF HUMAN GEOGRAPHY,By: LEKH RAJ SINGH,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN 2009",371p. p,Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",llF-R77-C1-B,911.3 LEK (Browse shelf(Opens below)),INR,Available,184531
412105,ENVIRONMENTAL GEOGRAPHY,By: ALKA GAUTAM,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN PUBLISHERS 2010","""IV, 401p. p.""",Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",IIF-R19-C8-F,628.5:911 ALK (Browse shelf(Opens below)),INR,Available,184532
412107,ENVIRONMENTAL GEOGRAPHY,By: ALKA GAUTAM,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN PUBLISHERS 2010","""IV, 401p. p.""",Library catalog Title Author ISBN ISSN Series Call number,628.5911 ALK,Stack,"Vellore Institute of Technology, Vellore",IIF-R19-C8-C,628.5:911 ALK (Browse shelf(Opens below)),INR,Available,184533
412109,GEOGRAPHY WORK BOOK: FOR PRELIMINARY EXAMINATION,By: SIDDHARTHA K,Text,"NEW DELHI, KISALAYA 2010",501p. p,Library catalog Title Author ISBN ISSN Series Call number,911(079.1) GEO,Reference,"Vellore Institute of Technology, Vellore",IF-R71-C1-C,911(079.1) GEO (Browse shelf(Opens below)),INR,Not for loan,184534
412111,GEOGRAPHY WORK BOOK: FOR PRELIMINARY EXAMINATION,By: SIDDHARTHA K,Text,"NEW DELHI, KISALAYA 2010",501p. p,Library catalog Title Author ISBN ISSN Series Call number,911(079.1) GEO,Stack,"Vellore Institute of Technology, Vellore",llF-R77-C1-A,911(079.1) GEO (Browse shelf(Opens below)),INR,Available,184535
412113,PHYSICAL GEOGRAPHY,By: LAL DS,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN 2009","""XXIV, 798p. p.""",Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",llF-R77-C1-B,911.2 LAL (Browse shelf(Opens below)),INR,Available,184536
412115,PHYSICAL GEOGRAPHY,By: LAL DS,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN 2009","""XXIV, 798p. p.""",Library catalog Title Author ISBN ISSN Series Call number,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412117,ADVANCED ECONOMIC GEOGRAPHY,By: ALKA GAUTAM,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN 2010","""VI, 811p. p.""",Library catalog Title Author ISBN ISSN Series Call number,911.333 ALK,Stack,"Vellore Institute of Technology, Vellore",IIF-R77-C1-A,911.3:33 ALK (Browse shelf(Opens below)),INR,Available,184538
412119,ADVANCED ECONOMIC GEOGRAPHY,By: ALKA GAUTAM,Text,"ALLAHABAD, SHARDA PUSTAK BHAWAN 2010","""VI, 811p. p.""",Library catalog Title Author ISBN ISSN Series Call number,N/A,Stack,"Vellore Institute of Technology, Vellore",llF-R77-C1-A,911.3:33 ALK (Browse shelf(Opens below)),INR,Available,184539
412121,QUANTITATIVE ABILITY: APTITUDE ENHANCING GUIDE FOR COMPETITIVE EXAMINATIONS,By: xx,Text,"NOIDA, VIKAS PUBLISHING HOUSE 2009",318p. p,Library catalog Title Author ISBN ISSN Series Call number,510(079.1) QUA,Reference,"Vellore Institute of Technology, Vellore",IF-R68-C2-D,510(079.1) QUA (Browse shelf(Opens below)),INR,Not for loan,184540
412123,QUANTITATIVE ABILITY: APTITUDE ENHANCING GUIDE FOR COMPETITIVE EXAMINATIONS,By: xx,Text,"NOIDA, VIKAS PUBLISHING HOUSE 2009",318p. p,Library catalog Title Author ISBN ISSN Series Call number,510(079.1) QUA,Stack,"Vellore Institute of Technology, Vellore",IIIF-R10-C13-A,510(079.1) QUA (Browse shelf(Opens below)),INR,Available,184541
412125,VERBAL ABILITY: APTITUDE ENHANCING GUIDE FOR COMPETITIVE EXAMINATIONS,By: CAREER LAUNCHER,Text,"NEW DELHI, VIVA BOOKS PRIVATE LIMITED 2008",405p. p,Library catalog Title Author ISBN ISSN Series Call number,162(079.1) VER,Stack,"Vellore Institute of Technology, Vellore",IIIF-R3-C4-B,162(079.1) VER (Browse shelf(Opens below)),INR,Available,184542
412127,VERBAL ABILITY: APTITUDE ENHANCING GUIDE FOR COMPETITIVE EXAMINATIONS,By: CAREER LAUNCHER,Text,"NEW DELHI, VIVA BOOKS PRIVATE LIMITED 2008",405p. p,Library catalog Title Author ISBN ISSN Series Call number,162(079.1) VER,Stack,"Vellore Institute of Technology, Vellore",IIIF-R3-C4-A,162(079.1) VER (Browse shelf(Opens below)),INR,Available,184543
412129,GUIDE TO PUBLIC SECTOR RECRUITMENT EXAM: CIVIL ENGINEERING,By: TEAM IGNITE,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",1112p. p,Library catalog Title Author ISBN ISSN Series Call number,624(079.1) GUI,Stack,"Vellore Institute of Technology, Vellore",IF-R77-C3-C,624(079.1) GUI (Browse shelf(Opens below)),INR,Available,184544
412131,GUIDE TO PUBLIC SECTOR RECRUITMENT EXAM: CIVIL ENGINEERING,By: TEAM IGNITE,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",1112p. p,Library catalog Title Author ISBN ISSN Series Call number,624(079.1) GUI,Stack,"Vellore Institute of Technology, Vellore",IF-R78-C3-A,624(079.1) GUI (Browse shelf(Opens below)),INR,Available,184545
412133,GUIDE TO PUBLIC SECTOR: MECHANICAL ENGINEERING,By: GKP,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",20.20p. p,Library catalog Title Author ISBN ISSN Series Call number,621.01(079.1) GUI,Stack,"Vellore Institute of Technology, Vellore",IIF-R3-C8-D,621.01(079.1) GUI (Browse shelf(Opens below)),INR,Available,184546
412135,GUIDE TO PUBLIC SECTOR: MECHANICAL ENGINEERING,By: GKP,Text,"NOIDA, G.K.PUBLISHERS PRIVATE LIMITED 2010",20.20p. p,Library catalog Title Author ISBN ISSN Series Call number,621.01(079.1) GUI,Stack,"Vellore Institute of Technology, Vellore",IF-R76-C2-C,621.01(079.1) GUI (Browse shelf(Opens below)),INR,Available,184547
412137,UNIQUE QUINTESSENCE OF CIVIL SERVICES APTITUDE TEST CSAT PAPER-II,By: xx,Text,"NEW DELHI, AMARJEET CHOPRA S 2011",988p. p,Library catalog Title Author ISBN ISSN Series Call number,001(079.1)UNI,Stack,"Vellore Institute of Technology, Vellore",IF-R74-C2-A,001(079.1)UNI (Browse shelf(Opens below)),INR,Available,184548
412139,UNIQUE QUINTESSENCE OF CIVIL SERVICES APTITUDE TEST CSAT PAPER-II,By: xx,Text,"NEW DELHI, AMARJEET CHOPRA S 2011",988p. p,Library catalog Title Author ISBN ISSN Series Call number,001(079.1)UNI,Stack,"Vellore Institute of Technology, Vellore",IF-R74-C2-A,001(079.1)UNI (Browse shelf(Opens below)),INR,Available,184549
412141,CSAT: CIVIL SERVICE APTITUDE TEST FOR UPSC CIVIL SERVICES PRELIMINARY AND STATE PSC EXAMS PAPER-II,By: AGARWAL RC (ED),Text,"NEW DELHI, BRIGHT PUBLICATIONS","""96,52,92, 60p. p.""",Library catalog Title Author ISBN ISSN Series Call number,001(079.1) CSA,Stack,"Vellore Institute of Technology, Vellore",IF-R70-C3-D,001(079.1) CSA (Browse shelf(Opens below)),INR,Available,184550
412143,CSAT: CIVIL SERVICE APTITUDE TEST FOR UPSC CIVIL SERVICES PRELIMINARY AND STATE PSC EXAMS PAPER-II,By: AGARWAL RC (ED),Text,"NEW DELHI, BRIGHT PUBLICATIONS","""96,52,92, 60p. p.""",Library catalog Title Author ISBN ISSN Series Call number,001(079.1)CSA,Stack,"Vellore Institute of Technology, Vellore",IF-R66-C2-A,001(079.1)CSA (Browse shelf(Opens below)),INR,Available,184551
412145,UNIQUE QUINTESSENCE AT GENERAL STUDIES PAPER-I (A MUST READ MANUAL FOR UPSC CIVIL SERVICES PRELIMINARY EXAMINATION),By: xx,Text,"NEW DELHI, AMARJEET CHOPRA S 2011",2035p. p,Library catalog Title Author ISBN ISSN Series Call number,001(079.1)UNI,Stack,"Vellore Institute of Technology, Vellore",IF-R74-C3-C,001(079.1)UNI (Browse shelf(Opens below)),INR,Available,184552
412147,UNIQUE QUINTESSENCE AT GENERAL STUDIES PAPER-I (A MUST READ MANUAL FOR UPSC CIVIL SERVICES PRELIMINARY EXAMINATION),By: xx,Text,"NEW DELHI, AMARJEET CHOPRA S 2011",2035p. p,Library catalog Title Author ISBN ISSN Series Call number,001(079.1)UNI,Stack,"Vellore Institute of Technology, Vellore",IF-R74-C3-C,001(079.1)UNI (Browse shelf(Opens below)),INR,Available,184553
